,Unnamed: 0,participant_id,task_idx,task_status,results_responses,results_rt,results_ind_previous,results_targetvalue,nb_blocks,result_commission_errors,result_clean_rt,HR-nb,HR-rt,result_nb_omission
19,19,87,7,POST_TEST,"['1', '0', '1', '0', '0', '1', '0', '0', '1', '1', '0', '0', '0', '1', '0', '0', '1', '1', '1', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '1', '1', '1', '1', '1', '0', '1']","['416', '', '450', '', '', '500', '', '', '468', '548', '', '', '', '467', '', '', '533', '517', '500', '', '', '467', '', '', '', '467', '433', '', '', '500', '433', '533', '484', '484', '', '499']","['4', '4', '3', '6', '0', '1', '3', '5', '1', '1', '1', '1', '1', '1', '5', '1', '4', '0', '1', '5', '0', '4', '1', '3', '2', '4', '2', '3', '1', '4', '4', '1', '2', '1', '0', '5']","['3', '1', '3', '9', '1', '3', '9', '6', '3', '3', '6', '2', '4', '3', '1', '1', '3', '3', '3', '2', '5', '3', '4', '1', '9', '3', '3', '1', '5', '3', '3', '3', '3', '3', '8', '3']",36,0,"[416, 0, 450, 0, 0, 500, 0, 0, 468, 548, 0, 0, 0, 467, 0, 0, 533, 517, 500, 0, 0, 467, 0, 0, 0, 467, 433, 0, 0, 500, 433, 533, 484, 484, 0, 499]",36,483.27777777777777,0
20,20,90,3,PRE_TEST,"['0', '0', '1', '1', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '0', '1', '1', '1', '1', '0', '1', '0', '1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0']","['', '', '600', '567', '', '', '633', '', '734', '600', '', '601', '', '', '', '667', '600', '633', '633', '', '634', '', '733', '600', '', '634', '', '', '700', '', '', '', '617', '633', '', '']","['6', '4', '6', '5', '3', '3', '6', '3', '6', '5', '2', '6', '0', '1', '3', '0', '6', '3', '5', '5', '2', '6', '5', '5', '5', '5', '3', '4', '1', '3', '0', '3', '5', '3', '5', '2']","['6', '1', '3', '3', '4', '6', '3', '1', '3', '3', '5', '3', '5', '2', '8', '3', '3', '3', '3', '2', '3', '5', '3', '3', '3', '3', '2', '8', '3', '1', '8', '8', '3', '3', '1', '4']",36,0,"[0, 0, 600, 567, 0, 0, 633, 0, 734, 600, 0, 601, 0, 0, 0, 667, 600, 633, 633, 0, 634, 0, 733, 600, 0, 634, 0, 0, 700, 0, 0, 0, 617, 633, 0, 0]",36,636.4117647058823,1
21,21,90,3,POST_TEST,"['1', '1', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '1', '0', '1', '0', '1', '1', '1', '0', '0', '1', '1', '0', '1', '1', '0', '0']","['534', '566', '583', '', '', '550', '599', '', '', '567', '', '', '', '', '583', '600', '567', '', '', '', '534', '', '600', '', '667', '600', '517', '', '', '900', '517', '', '583', '584', '', '']","['0', '3', '0', '1', '0', '5', '4', '5', '6', '6', '6', '0', '6', '1', '4', '4', '1', '4', '2', '6', '5', '4', '6', '1', '2', '6', '3', '0', '4', '5', '1', '0', '2', '3', '6', '4']","['3', '3', '3', '4', '9', '3', '3', '2', '1', '3', '5', '1', '4', '4', '3', '3', '3', '1', '4', '4', '3', '2', '3', '6', '3', '3', '3', '9', '8', '3', '3', '2', '3', '3', '4', '6']",36,0,"[534, 566, 583, 0, 0, 550, 599, 0, 0, 567, 0, 0, 0, 0, 583, 600, 567, 0, 0, 0, 534, 0, 600, 0, 667, 600, 517, 0, 0, 900, 517, 0, 583, 584, 0, 0]",36,591.7222222222222,0
22,22,96,6,PRE_TEST,"['0', '1', '1', '0', '0', '1', '0', '1', '1', '1', '0', '1', '1', '1', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '1', '1', '1', '0', '1', '1', '0', '0', '0', '0', '0', '0']","['', '500', '499', '', '', '583', '', '566', '548', '733', '', '615', '665', '565', '', '', '499', '', '', '', '599', '615', '', '', '664', '649', '532', '', '515', '533', '', '', '', '', '', '']","['6', '5', '2', '6', '2', '5', '4', '4', '3', '5', '4', '6', '6', '5', '0', '2', '5', '6', '1', '6', '6', '3', '5', '6', '1', '6', '3', '4', '0', '2', '0', '2', '3', '4', '5', '1']","['9', '3', '3', '8', '6', '3', '5', '3', '3', '3', '9', '3', '3', '3', '6', '4', '3', '5', '1', '6', '3', '3', '4', '2', '3', '3', '3', '4', '3', '3', '3', '5', '2', '5', '1', '1']",36,0,"[0, 500, 499, 0, 0, 583, 0, 566, 548, 733, 0, 615, 665, 565, 0, 0, 499, 0, 0, 0, 599, 615, 0, 0, 664, 649, 532, 0, 515, 533, 0, 0, 0, 0, 0, 0]",36,581.1764705882352,1
23,23,96,6,POST_TEST,"['0', '0', '1', '0', '0', '1', '1', '1', '0', '1', '1', '0', '1', '0', '1', '0', '0', '1', '1', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '1', '1', '1', '0', '1', '0', '0']","['', '', '464', '', '', '483', '582', '500', '', '515', '565', '', '482', '', '515', '', '', '498', '582', '532', '', '', '698', '482', '', '', '532', '', '', '599', '565', '548', '', '581', '', '']","['4', '2', '6', '4', '5', '5', '2', '5', '3', '5', '1', '5', '1', '6', '3', '1', '1', '5', '0', '2', '5', '5', '5', '5', '1', '4', '0', '6', '4', '6', '0', '4', '5', '6', '1', '0']","['9', '8', '3', '1', '5', '3', '3', '3', '5', '3', '3', '9', '3', '6', '3', '9', '2', '3', '3', '3', '6', '6', '3', '3', '8', '8', '3', '8', '4', '3', '3', '3', '4', '3', '9', '2']",36,0,"[0, 0, 464, 0, 0, 483, 582, 500, 0, 515, 565, 0, 482, 0, 515, 0, 0, 498, 582, 532, 0, 0, 698, 482, 0, 0, 532, 0, 0, 599, 565, 548, 0, 581, 0, 0]",36,540.1666666666666,0
24,24,97,3,PRE_TEST,"['0', '1', '1', '1', '0', '1', '0', '1', '1', '0', '1', '1', '1', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '1', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0']","['', '484', '567', '634', '', '617', '', '534', '533', '', '583', '585', '533', '', '', '', '', '', '667', '601', '751', '', '', '', '584', '517', '533', '734', '667', '', '', '', '584', '', '', '']","['1', '5', '3', '5', '0', '0', '1', '0', '3', '5', '6', '5', '2', '5', '4', '2', '1', '5', '3', '6', '4', '4', '0', '1', '0', '4', '0', '1', '3', '1', '0', '3', '0', '2', '1', '6']","['2', '3', '3', '3', '1', '3', '8', '3', '3', '5', '3', '3', '3', '9', '5', '1', '8', '6', '3', '3', '3', '1', '5', '1', '3', '3', '3', '3', '3', '8', '9', '1', '3', '8', '1', '1']",36,0,"[0, 484, 567, 634, 0, 617, 0, 534, 533, 0, 583, 585, 533, 0, 0, 0, 0, 0, 667, 601, 751, 0, 0, 0, 584, 517, 533, 734, 667, 0, 0, 0, 584, 0, 0, 0]",36,594.8888888888889,0
25,25,97,3,POST_TEST,"['1', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1', '0', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '1', '1', '1']","['562', '', '624', '', '562', '688', '', '', '', '719', '718', '', '719', '', '751', '', '', '657', '626', '', '', '687', '', '', '875', '', '', '', '594', '937', '', '', '', '626', '688', '657']","['5', '2', '7', '7', '4', '3', '3', '0', '2', '0', '7', '3', '7', '4', '3', '3', '7', '2', '1', '0', '0', '1', '5', '4', '4', '0', '3', '3', '7', '0', '1', '6', '1', '4', '6', '5']","['3', '6', '3', '4', '3', '3', '9', '8', '2', '3', '3', '2', '3', '6', '3', '5', '1', '3', '3', '2', '3', '3', '8', '5', '3', '8', '8', '6', '3', '3', '9', '6', '6', '3', '3', '3']",36,0,"[562, 0, 624, 0, 562, 688, 0, 0, 0, 719, 718, 0, 719, 0, 751, 0, 0, 657, 626, 0, 0, 687, 0, 0, 875, 0, 0, 0, 594, 937, 0, 0, 0, 626, 688, 657]",36,687.6470588235294,1
26,26,116,2,PRE_TEST,"['0', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '1', '0', '0', '0', '1', '1', '1', '0', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '0']","['', '433', '', '416', '', '449', '467', '', '', '466', '', '399', '', '', '', '449', '467', '416', '', '417', '', '450', '', '466', '483', '', '', '483', '', '1016', '466', '', '483', '', '', '']","['4', '2', '2', '4', '5', '0', '2', '5', '4', '3', '3', '0', '1', '1', '1', '6', '0', '1', '4', '3', '3', '0', '4', '4', '0', '4', '4', '1', '6', '1', '6', '2', '3', '1', '3', '3']","['2', '3', '4', '3', '5', '3', '3', '9', '6', '3', '2', '3', '9', '2', '4', '3', '3', '3', '6', '3', '9', '3', '5', '3', '3', '8', '5', '3', '8', '3', '3', '4', '3', '3', '1', '4']",36,0,"[0, 433, 0, 416, 0, 449, 467, 0, 0, 466, 0, 399, 0, 0, 0, 449, 467, 416, 0, 417, 0, 450, 0, 466, 483, 0, 0, 483, 0, 1016, 466, 0, 483, 0, 0, 0]",36,483.88235294117646,1
27,27,116,2,POST_TEST,"['0', '0', '1', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '1', '0', '1', '1', '0', '0', '1', '1', '0', '0', '1', '1']","['', '', '433', '', '483', '', '499', '433', '', '', '', '', '', '433', '416', '500', '449', '', '466', '', '', '466', '', '', '450', '', '433', '449', '', '', '483', '466', '', '', '533', '450']","['3', '6', '2', '5', '6', '1', '5', '1', '5', '3', '2', '5', '1', '5', '1', '5', '1', '1', '2', '1', '2', '5', '1', '2', '2', '2', '3', '4', '1', '4', '6', '0', '1', '4', '6', '6']","['9', '1', '3', '1', '3', '1', '3', '3', '1', '9', '1', '6', '3', '3', '3', '3', '3', '5', '3', '8', '1', '3', '5', '5', '3', '5', '3', '3', '1', '9', '3', '3', '4', '5', '3', '3']",36,0,"[0, 0, 433, 0, 483, 0, 499, 433, 0, 0, 0, 0, 0, 433, 416, 500, 449, 0, 466, 0, 0, 466, 0, 0, 450, 0, 433, 449, 0, 0, 483, 466, 0, 0, 533, 450]",36,461.29411764705884,1
28,28,77,3,PRE_TEST,"['0', '2', '1', '1', '0', '1', '1', '2', '0', '1', '1', '1', '0', '0', '1', '1', '0', '1', '1', '1', '0', '0', '0', '1', '1', '0', '1', '1', '1', '0', '1', '0', '0', '0', '0', '0']","['', '366', '417', '430', '', '416', '416', '366', '', '383', '534', '400', '', '', '417', '415', '', '716', '434', '599', '', '', '', '450', '484', '', '450', '433', '433', '', '420', '', '', '', '', '']","['0', '1', '3', '2', '5', '2', '0', '5', '4', '2', '4', '3', '1', '3', '2', '2', '0', '5', '2', '1', '5', '6', '4', '5', '2', '5', '3', '0', '1', '4', '4', '1', '4', '1', '4', '2']","['1', '9', '3', '3', '2', '3', '3', '8', '4', '3', '3', '3', '8', '4', '3', '3', '5', '3', '3', '3', '2', '8', '4', '3', '3', '4', '3', '3', '3', '5', '3', '8', '9', '2', '2', '4']",36,2,"[0, 0, 417, 430, 0, 416, 416, 0, 0, 383, 534, 400, 0, 0, 417, 415, 0, 716, 434, 599, 0, 0, 0, 450, 484, 0, 450, 433, 433, 0, 420, 0, 0, 0, 0, 0]",36,458.1666666666667,0
29,29,77,3,POST_TEST,"['0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '1', '1', '0', '0', '1', '1', '1', '1', '0', '0', '1', '1', '0', '0']","['', '416', '466', '483', '432', '', '', '', '450', '', '', '583', '567', '', '', '551', '466', '', '', '484', '', '', '533', '417', '', '', '434', '449', '450', '534', '', '', '550', '550', '', '']","['0', '3', '0', '4', '4', '5', '3', '2', '3', '6', '3', '3', '6', '0', '4', '1', '5', '6', '0', '2', '2', '1', '1', '0', '5', '2', '3', '6', '5', '6', '5', '6', '6', '0', '1', '1']","['9', '3', '3', '3', '3', '1', '1', '8', '3', '1', '9', '3', '3', '4', '1', '3', '3', '4', '9', '3', '1', '9', '3', '3', '4', '2', '3', '3', '3', '3', '6', '8', '3', '3', '4', '8']",36,0,"[0, 416, 466, 483, 432, 0, 0, 0, 450, 0, 0, 583, 567, 0, 0, 551, 466, 0, 0, 484, 0, 0, 533, 417, 0, 0, 434, 449, 450, 534, 0, 0, 550, 550, 0, 0]",36,489.72222222222223,0
30,30,140,2,PRE_TEST,"['1', '1', '1', '0', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '0', '1', '1', '1', '0', '1', '0', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0']","['432', '466', '399', '', '434', '394', '', '', '', '399', '', '', '417', '', '416', '', '416', '', '', '400', '383', '383', '', '383', '', '416', '', '', '', '416', '433', '416', '466', '', '', '']","['1', '3', '3', '5', '4', '3', '1', '6', '6', '5', '0', '1', '6', '1', '2', '4', '4', '5', '1', '3', '5', '3', '3', '0', '5', '4', '1', '4', '1', '0', '5', '3', '3', '2', '4', '3']","['3', '3', '3', '5', '3', '3', '5', '2', '8', '3', '4', '4', '3', '9', '3', '4', '3', '9', '8', '3', '3', '3', '1', '3', '9', '3', '5', '9', '8', '3', '3', '3', '3', '6', '9', '1']",36,0,"[432, 466, 399, 0, 434, 394, 0, 0, 0, 399, 0, 0, 417, 0, 416, 0, 416, 0, 0, 400, 383, 383, 0, 383, 0, 416, 0, 0, 0, 416, 433, 416, 466, 0, 0, 0]",36,414.94444444444446,0
31,31,140,2,POST_TEST,"['0', '0', '1', '1', '0', '1', '1', '0', '0', '1', '0', '1', '1', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '1', '1', '1', '0', '0', '0', '0', '1', '1', '1', '0', '1']","['', '', '433', '433', '', '417', '450', '', '', '449', '', '500', '533', '450', '', '', '', '', '', '450', '', '', '484', '', '449', '516', '467', '', '', '', '', '482', '467', '499', '', '516']","['3', '0', '1', '2', '0', '5', '1', '2', '0', '1', '3', '3', '1', '5', '2', '5', '2', '0', '5', '2', '4', '5', '2', '2', '3', '4', '1', '2', '3', '3', '4', '2', '6', '5', '1', '0']","['8', '4', '3', '3', '9', '3', '3', '9', '4', '3', '8', '3', '3', '3', '9', '1', '4', '8', '6', '3', '2', '1', '3', '6', '3', '3', '3', '8', '6', '5', '9', '3', '3', '3', '3', '3']",36,0,"[0, 0, 433, 433, 0, 417, 450, 0, 0, 449, 0, 500, 533, 450, 0, 0, 0, 0, 0, 450, 0, 0, 484, 0, 449, 516, 467, 0, 0, 0, 0, 482, 467, 499, 0, 516]",36,470.29411764705884,1
32,32,155,1,PRE_TEST,"['0', '1', '0', '0', '1', '2', '0', '0', '1', '0', '0', '2', '1', '0', '2', '2', '0', '1', '1', '2', '1', '1', '2', '2', '1', '2', '1', '0', '1', '2', '2', '1', '1', '1', '2', '0']","['', '735', '', '', '16', '466', '', '', '567', '', '', '468', '917', '', '551', '516', '', '450', '566', '834', '217', '267', '884', '482', '700', '618', '768', '', '500', '482', '685', '868', '585', '885', '549', '']","['3', '4', '2', '6', '0', '2', '5', '2', '4', '0', '5', '0', '6', '3', '4', '6', '2', '1', '2', '5', '6', '1', '2', '3', '5', '6', '2', '0', '3', '0', '0', '6', '5', '1', '3', '6']","['8', '3', '9', '3', '3', '8', '5', '8', '3', '3', '3', '5', '3', '3', '6', '4', '5', '3', '3', '5', '3', '3', '8', '6', '3', '6', '3', '9', '3', '9', '5', '3', '3', '3', '1', '9']",36,11,"[0, 735, 0, 0, 16, 0, 0, 0, 567, 0, 0, 0, 917, 0, 0, 0, 0, 450, 566, 0, 217, 267, 0, 0, 700, 0, 768, 0, 500, 0, 0, 868, 585, 885, 0, 0]",36,574.3571428571429,4
33,33,155,1,POST_TEST,"['0', '1', '0', '0', '1', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '0', '0', '1', '1', '0', '1', '1', '1', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '1']","['', '832', '', '', '664', '', '649', '1000', '549', '', '', '734', '617', '701', '', '', '617', '', '', '614', '818', '', '649', '683', '717', '', '782', '', '', '', '', '682', '', '', '651', '701']","['5', '1', '7', '7', '1', '0', '5', '6', '1', '7', '2', '2', '4', '0', '2', '0', '2', '0', '4', '1', '7', '7', '4', '5', '5', '2', '0', '5', '5', '4', '0', '5', '0', '4', '0', '4']","['6', '3', '6', '6', '3', '6', '3', '3', '3', '6', '2', '3', '3', '3', '5', '5', '3', '4', '5', '3', '3', '4', '3', '3', '3', '8', '3', '4', '4', '2', '5', '3', '8', '1', '3', '3']",36,0,"[0, 832, 0, 0, 664, 0, 649, 1000, 549, 0, 0, 734, 617, 701, 0, 0, 617, 0, 0, 614, 818, 0, 649, 683, 717, 0, 782, 0, 0, 0, 0, 682, 0, 0, 651, 701]",36,703.3333333333334,0
34,34,158,5,PRE_TEST,"['1', '2', '1', '1', '1', '2', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '1', '1', '0', '0', '1', '0', '0', '1', '0']","['400', '433', '516', '583', '567', '616', '', '', '583', '', '600', '566', '', '550', '', '', '533', '', '534', '517', '534', '533', '', '', '', '550', '', '533', '600', '', '', '517', '', '', '549', '']","['5', '5', '5', '6', '5', '1', '0', '0', '3', '3', '3', '3', '3', '0', '3', '0', '1', '0', '1', '1', '0', '6', '0', '1', '2', '5', '0', '1', '3', '0', '5', '4', '1', '4', '4', '0']","['3', '9', '3', '3', '3', '1', '9', '9', '3', '9', '3', '3', '1', '3', '1', '1', '3', '8', '3', '3', '3', '3', '4', '2', '9', '3', '1', '3', '3', '2', '5', '3', '5', '2', '3', '6']",36,2,"[400, 0, 516, 583, 567, 0, 0, 0, 583, 0, 600, 566, 0, 550, 0, 0, 533, 0, 534, 517, 534, 533, 0, 0, 0, 550, 0, 533, 600, 0, 0, 517, 0, 0, 549, 0]",36,542.5,0
35,35,158,5,POST_TEST,"['0', '1', '0', '1', '0', '0', '1', '0', '1', '1', '0', '0', '1', '2', '0', '1', '1', '1', '0', '0', '1', '2', '2', '1', '0', '1', '1', '1', '0', '0', '0', '0', '1', '1', '1', '1']","['', '500', '', '516', '', '', '534', '', '467', '483', '', '', '500', '417', '', '500', '499', '483', '', '', '550', '401', '433', '567', '', '499', '500', '699', '', '', '', '', '500', '517', '567', '499']","['6', '4', '2', '3', '6', '0', '2', '1', '0', '5', '0', '0', '4', '2', '0', '5', '1', '1', '4', '6', '1', '5', '6', '1', '2', '4', '1', '1', '2', '1', '3', '4', '3', '6', '2', '1']","['9', '3', '4', '3', '8', '9', '3', '2', '3', '3', '5', '8', '3', '9', '6', '3', '3', '3', '2', '1', '3', '1', '8', '3', '1', '3', '3', '3', '9', '5', '2', '8', '3', '3', '3', '3']",36,3,"[0, 500, 0, 516, 0, 0, 534, 0, 467, 483, 0, 0, 500, 0, 0, 500, 499, 483, 0, 0, 550, 0, 0, 567, 0, 499, 500, 699, 0, 0, 0, 0, 500, 517, 567, 499]",36,521.1111111111111,0
36,36,165,1,PRE_TEST,"['0', '0', '0', '0', '1', '0', '1', '1', '0', '1', '0', '1', '1', '0', '1', '0', '1', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1']","['', '', '', '', '548', '', '594', '471', '', '514', '', '547', '534', '', '578', '', '576', '', '515', '', '487', '656', '', '', '', '531', '655', '', '545', '', '', '517', '', '519', '494', '531']","['4', '6', '1', '1', '0', '1', '0', '6', '1', '6', '6', '1', '4', '3', '1', '2', '1', '0', '4', '0', '3', '0', '6', '1', '0', '3', '0', '1', '4', '0', '1', '1', '3', '0', '0', '5']","['1', '4', '8', '9', '3', '4', '3', '3', '1', '3', '1', '3', '3', '2', '3', '8', '3', '6', '3', '2', '3', '3', '4', '5', '1', '3', '3', '4', '3', '9', '6', '3', '6', '3', '3', '3']",36,0,"[0, 0, 0, 0, 548, 0, 594, 471, 0, 514, 0, 547, 534, 0, 578, 0, 576, 0, 515, 0, 487, 656, 0, 0, 0, 531, 655, 0, 545, 0, 0, 517, 0, 519, 494, 531]",36,545.1111111111111,0
37,37,165,1,POST_TEST,"['0', '1', '0', '1', '0', '0', '1', '1', '0', '0', '1', '0', '1', '1', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '1', '0']","['', '483', '', '566', '', '', '467', '549', '', '', '632', '', '584', '534', '466', '', '533', '', '533', '549', '', '', '533', '', '516', '', '', '', '484', '616', '466', '484', '', '', '566', '']","['4', '2', '3', '5', '3', '1', '1', '6', '4', '3', '1', '6', '4', '4', '3', '3', '3', '3', '5', '1', '4', '4', '6', '0', '4', '5', '2', '1', '4', '6', '5', '3', '1', '6', '3', '2']","['4', '3', '1', '3', '2', '5', '3', '3', '9', '1', '3', '5', '3', '3', '3', '8', '3', '8', '3', '3', '4', '9', '3', '4', '3', '6', '9', '9', '3', '3', '3', '3', '8', '8', '3', '6']",36,0,"[0, 483, 0, 566, 0, 0, 467, 549, 0, 0, 632, 0, 584, 534, 466, 0, 533, 0, 533, 549, 0, 0, 533, 0, 516, 0, 0, 0, 484, 616, 466, 484, 0, 0, 566, 0]",36,531.1666666666666,0
38,38,168,6,PRE_TEST,"['1', '2', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1', '0', '1']","['432', '435', '', '484', '401', '', '', '', '533', '499', '', '466', '', '534', '533', '', '', '550', '', '', '689', '', '620', '', '549', '', '532', '', '', '600', '', '600', '530', '515', '', '483']","['6', '6', '5', '3', '4', '3', '2', '2', '5', '4', '1', '2', '3', '3', '2', '0', '0', '6', '4', '5', '0', '2', '6', '1', '1', '4', '0', '2', '6', '2', '0', '6', '5', '6', '6', '1']","['3', '2', '9', '3', '3', '2', '4', '5', '3', '3', '2', '3', '8', '3', '3', '6', '2', '3', '8', '4', '3', '4', '3', '6', '3', '6', '3', '9', '9', '3', '1', '3', '3', '3', '5', '3']",36,1,"[432, 0, 0, 484, 401, 0, 0, 0, 533, 499, 0, 466, 0, 534, 533, 0, 0, 550, 0, 0, 689, 0, 620, 0, 549, 0, 532, 0, 0, 600, 0, 600, 530, 515, 0, 483]",36,530.5555555555555,0
