,Unnamed: 0,participant_id,task_idx,task_status,results_responses,results_rt,results_ind_previous,results_targetvalue,nb_blocks,result_commission_errors,result_clean_rt,HR-nb,HR-rt,result_nb_omission
39,39,168,6,POST_TEST,"['0', '0', '1', '1', '0', '0', '1', '1', '1', '1', '0', '1', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1', '1', '0', '0', '0', '1', '1']","['', '', '450', '500', '', '', '583', '634', '701', '488', '', '698', '', '566', '', '', '', '', '566', '', '532', '', '530', '', '', '551', '', '633', '517', '533', '480', '', '', '', '583', '499']","['1', '3', '5', '0', '6', '1', '4', '6', '4', '1', '6', '6', '2', '2', '5', '5', '3', '2', '0', '0', '5', '2', '6', '6', '5', '2', '0', '0', '5', '1', '6', '3', '4', '3', '2', '3']","['2', '6', '3', '3', '9', '8', '3', '3', '3', '3', '6', '3', '9', '3', '9', '2', '2', '8', '3', '4', '3', '6', '3', '8', '1', '3', '5', '3', '3', '3', '3', '1', '1', '1', '3', '3']",36,0,"[0, 0, 450, 500, 0, 0, 583, 634, 701, 488, 0, 698, 0, 566, 0, 0, 0, 0, 566, 0, 532, 0, 530, 0, 0, 551, 0, 633, 517, 533, 480, 0, 0, 0, 583, 499]",36,558.0,0
40,40,177,3,PRE_TEST,"['1', '0', '0', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0', '1', '1', '0', '0', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '1', '1', '0', '1', '1', '0', '0', '1', '0']","['734', '', '', '', '467', '533', '484', '', '', '533', '500', '484', '', '450', '717', '', '', '', '', '517', '', '433', '450', '', '483', '', '', '484', '518', '', '483', '467', '', '', '450', '']","['0', '4', '6', '7', '3', '6', '0', '5', '2', '6', '0', '6', '1', '0', '0', '6', '0', '2', '6', '7', '4', '7', '1', '4', '0', '1', '2', '5', '5', '1', '4', '4', '2', '0', '2', '7']","['3', '9', '5', '9', '3', '3', '3', '8', '5', '3', '3', '3', '1', '3', '3', '1', '8', '8', '9', '3', '4', '3', '3', '2', '3', '6', '5', '3', '3', '1', '3', '3', '8', '5', '3', '8']",36,0,"[734, 0, 0, 0, 467, 533, 484, 0, 0, 533, 500, 484, 0, 450, 717, 0, 0, 0, 0, 517, 0, 433, 450, 0, 483, 0, 0, 484, 518, 0, 483, 467, 0, 0, 450, 0]",36,510.3888888888889,0
41,41,177,3,POST_TEST,"['0', '0', '0', '1', '0', '1', '0', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '1', '1', '0', '0', '1', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '1', '1', '1', '2']","['', '', '', '433', '', '500', '', '500', '484', '484', '', '', '', '567', '', '', '534', '500', '466', '', '', '483', '', '550', '', '', '467', '', '', '517', '', '', '467', '468', '417', '417']","['6', '7', '2', '0', '1', '3', '3', '2', '0', '4', '3', '5', '3', '2', '6', '5', '2', '5', '3', '7', '2', '1', '2', '7', '1', '2', '5', '1', '0', '4', '6', '7', '7', '6', '5', '2']","['5', '2', '4', '3', '8', '3', '2', '3', '3', '3', '6', '3', '2', '3', '1', '6', '3', '3', '3', '6', '9', '3', '8', '3', '3', '1', '3', '2', '1', '3', '6', '4', '3', '3', '3', '2']",36,1,"[0, 0, 0, 433, 0, 500, 0, 500, 484, 484, 0, 0, 0, 567, 0, 0, 534, 500, 466, 0, 0, 483, 0, 550, 0, 0, 467, 0, 0, 517, 0, 0, 467, 468, 417, 0]",36,489.8125,2
42,42,178,1,PRE_TEST,"['0', '1', '2', '1', '1', '0', '1', '0', '0', '1', '1', '0', '2', '0', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '0', '1', '0', '1', '0', '1', '1', '1', '0', '0', '1', '0']","['', '416', '350', '367', '517', '', '416', '', '', '417', '550', '', '367', '', '499', '451', '', '', '466', '466', '633', '', '', '467', '', '468', '', '484', '', '484', '484', '550', '', '', '483', '']","['6', '1', '7', '4', '3', '1', '2', '1', '4', '1', '0', '7', '7', '3', '5', '5', '5', '5', '4', '4', '0', '7', '0', '2', '5', '1', '2', '5', '1', '7', '6', '1', '2', '4', '5', '5']","['4', '3', '5', '3', '3', '9', '3', '1', '6', '3', '3', '6', '6', '5', '3', '3', '5', '1', '3', '3', '3', '4', '2', '3', '2', '3', '2', '3', '9', '3', '3', '3', '2', '4', '3', '8']",36,2,"[0, 416, 0, 367, 517, 0, 416, 0, 0, 417, 550, 0, 0, 0, 499, 451, 0, 0, 466, 466, 633, 0, 0, 467, 0, 468, 0, 484, 0, 484, 484, 550, 0, 0, 483, 0]",36,478.77777777777777,0
43,43,178,1,POST_TEST,"['0', '0', '0', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0', '0', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '1', '1', '1', '1', '0', '0', '0']","['', '', '', '449', '566', '', '', '500', '516', '533', '', '', '516', '482', '515', '', '', '', '534', '567', '483', '483', '', '483', '', '', '500', '', '', '516', '533', '467', '534', '', '', '']","['4', '7', '3', '5', '5', '5', '2', '4', '3', '3', '0', '3', '2', '1', '5', '5', '1', '2', '2', '1', '5', '6', '6', '2', '2', '6', '3', '7', '1', '7', '1', '6', '6', '1', '6', '2']","['1', '4', '4', '3', '3', '4', '5', '3', '3', '3', '4', '1', '3', '3', '3', '8', '1', '9', '3', '3', '3', '3', '5', '3', '4', '4', '3', '9', '1', '3', '3', '3', '3', '8', '2', '4']",36,0,"[0, 0, 0, 449, 566, 0, 0, 500, 516, 533, 0, 0, 516, 482, 515, 0, 0, 0, 534, 567, 483, 483, 0, 483, 0, 0, 500, 0, 0, 516, 533, 467, 534, 0, 0, 0]",36,509.8333333333333,0
44,44,179,6,PRE_TEST,"['0', '1', '1', '0', '0', '1', '0', '1', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '1', '0', '0', '1']","['', '472', '597', '', '', '486', '', '729', '', '514', '555', '513', '514', '', '514', '', '', '493', '', '', '', '458', '', '', '528', '', '491', '806', '', '528', '', '', '569', '', '', '528']","['2', '4', '0', '1', '0', '3', '5', '0', '2', '2', '2', '6', '2', '7', '2', '4', '2', '2', '2', '0', '2', '0', '5', '2', '1', '7', '4', '4', '2', '6', '2', '4', '5', '1', '2', '4']","['2', '3', '3', '6', '9', '3', '2', '3', '8', '3', '3', '3', '3', '1', '3', '2', '6', '3', '4', '8', '6', '3', '1', '8', '3', '6', '3', '3', '9', '3', '4', '4', '3', '3', '8', '3']",36,0,"[0, 472, 597, 0, 0, 486, 0, 729, 0, 514, 555, 513, 514, 0, 514, 0, 0, 493, 0, 0, 0, 458, 0, 0, 528, 0, 491, 806, 0, 528, 0, 0, 569, 0, 0, 528]",36,546.7647058823529,1
45,45,179,6,POST_TEST,"['1', '0', '1', '1', '1', '1', '0', '0', '0', '0', '0', '1', '1', '1', '2', '1', '0', '1', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0', '0']","['472', '', '486', '528', '652', '514', '', '', '', '', '', '542', '444', '556', '417', '570', '', '541', '', '', '', '', '882', '833', '556', '', '', '', '903', '472', '499', '500', '', '', '', '']","['3', '1', '2', '5', '2', '2', '3', '2', '2', '6', '7', '1', '2', '1', '0', '0', '4', '2', '0', '4', '1', '6', '2', '2', '2', '2', '5', '1', '5', '7', '7', '4', '2', '5', '2', '7']","['3', '9', '3', '3', '3', '3', '8', '6', '1', '4', '1', '3', '3', '3', '9', '3', '9', '3', '8', '9', '4', '6', '3', '3', '3', '5', '6', '1', '3', '3', '3', '3', '2', '6', '3', '5']",36,1,"[472, 0, 486, 528, 652, 514, 0, 0, 0, 0, 0, 542, 444, 556, 0, 570, 0, 541, 0, 0, 0, 0, 882, 833, 556, 0, 0, 0, 903, 472, 499, 500, 0, 0, 0, 0]",36,585.2941176470588,1
46,46,180,2,PRE_TEST,"['1', '0', '1', '1', '0', '0', '0', '0', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '1', '1', '0', '1', '1', '1', '1', '0', '0', '0', '1']","['383', '', '367', '416', '', '', '', '', '401', '466', '', '', '399', '433', '467', '', '', '500', '451', '', '', '450', '', '', '', '466', '416', '', '483', '466', '483', '483', '', '', '', '433']","['3', '3', '4', '2', '3', '1', '7', '5', '5', '6', '3', '0', '5', '2', '3', '1', '3', '6', '1', '1', '7', '5', '7', '6', '4', '0', '3', '2', '2', '0', '5', '1', '2', '0', '6', '5']","['3', '2', '3', '3', '4', '1', '9', '6', '3', '3', '9', '2', '3', '3', '3', '6', '1', '3', '3', '4', '5', '3', '1', '2', '9', '3', '3', '2', '3', '3', '3', '3', '5', '4', '4', '3']",36,0,"[383, 0, 367, 416, 0, 0, 0, 0, 401, 466, 0, 0, 399, 433, 467, 0, 0, 500, 451, 0, 0, 450, 0, 0, 0, 466, 416, 0, 483, 466, 483, 483, 0, 0, 0, 433]",36,442.3888888888889,0
47,47,180,2,POST_TEST,"['1', '1', '0', '1', '1', '0', '0', '0', '0', '1', '1', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '0', '1', '1', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1']","['466', '483', '', '434', '434', '', '', '', '', '466', '417', '', '', '532', '', '467', '450', '', '467', '', '', '', '500', '500', '', '484', '', '500', '516', '', '', '', '534', '516', '', '550']","['6', '2', '5', '7', '3', '4', '6', '3', '6', '3', '2', '3', '0', '4', '5', '3', '3', '4', '3', '6', '0', '2', '3', '5', '5', '4', '5', '7', '0', '5', '5', '0', '7', '6', '0', '7']","['3', '3', '1', '3', '3', '8', '1', '6', '4', '3', '3', '1', '6', '3', '1', '3', '3', '1', '3', '2', '4', '5', '3', '3', '8', '3', '6', '3', '3', '6', '5', '8', '3', '3', '2', '3']",36,0,"[466, 483, 0, 434, 434, 0, 0, 0, 0, 466, 417, 0, 0, 532, 0, 467, 450, 0, 467, 0, 0, 0, 500, 500, 0, 484, 0, 500, 516, 0, 0, 0, 534, 516, 0, 550]",36,484.22222222222223,0
48,48,183,3,PRE_TEST,"['0', '1', '0', '1', '1', '0', '0', '1', '1', '0', '1', '0', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '0', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '0']","['', '567', '', '565', '699', '', '', '666', '633', '', '599', '', '666', '', '667', '', '667', '699', '', '', '668', '', '', '', '866', '770', '668', '', '', '667', '701', '734', '', '', '600', '']","['4', '6', '2', '2', '5', '2', '1', '5', '6', '2', '4', '4', '4', '2', '2', '6', '3', '5', '2', '1', '4', '2', '3', '6', '0', '3', '2', '2', '5', '5', '5', '6', '3', '4', '4', '5']","['9', '3', '6', '3', '3', '9', '9', '3', '3', '9', '3', '5', '3', '9', '3', '6', '3', '3', '8', '2', '3', '2', '9', '1', '3', '3', '3', '1', '6', '3', '3', '3', '5', '2', '3', '4']",36,0,"[0, 567, 0, 565, 699, 0, 0, 666, 633, 0, 599, 0, 666, 0, 667, 0, 667, 699, 0, 0, 668, 0, 0, 0, 866, 770, 668, 0, 0, 667, 701, 734, 0, 0, 600, 0]",36,672.3333333333334,0
49,49,183,3,POST_TEST,"['1', '0', '1', '0', '1', '0', '0', '0', '1', '1', '0', '0', '1', '0', '0', '1', '1', '0', '1', '1', '0', '1', '1', '1', '0', '0', '1', '1', '0', '0', '0', '0', '1', '0', '1', '1']","['601', '', '736', '', '667', '', '', '', '602', '599', '', '', '600', '', '', '668', '734', '', '667', '668', '', '766', '620', '607', '', '', '700', '1002', '', '', '', '', '799', '', '600', '700']","['5', '0', '4', '4', '2', '1', '1', '5', '1', '1', '4', '1', '0', '5', '4', '6', '0', '5', '1', '4', '6', '0', '2', '3', '3', '3', '5', '2', '6', '6', '1', '5', '0', '4', '4', '3']","['3', '5', '3', '9', '3', '2', '1', '6', '3', '3', '4', '2', '3', '9', '1', '3', '3', '6', '3', '3', '2', '3', '3', '3', '1', '1', '3', '3', '8', '5', '2', '8', '3', '8', '3', '3']",36,0,"[601, 0, 736, 0, 667, 0, 0, 0, 602, 599, 0, 0, 600, 0, 0, 668, 734, 0, 667, 668, 0, 766, 620, 607, 0, 0, 700, 1002, 0, 0, 0, 0, 799, 0, 600, 700]",36,685.3333333333334,0
50,50,184,6,PRE_TEST,"['1', '0', '1', '0', '0', '1', '1', '0', '0', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '1', '1', '0', '0', '0', '0', '0', '1', '1', '1', '1', '1', '1', '1', '0', '0', '0']","['650', '', '584', '', '', '567', '500', '', '', '634', '484', '567', '', '567', '', '', '567', '', '', '600', '500', '', '', '', '', '', '534', '534', '501', '433', '334', '533', '618', '', '', '']","['2', '7', '5', '6', '4', '1', '7', '5', '6', '1', '5', '4', '2', '4', '5', '6', '1', '4', '7', '7', '5', '3', '5', '5', '6', '3', '7', '2', '0', '1', '5', '2', '3', '5', '5', '6']","['3', '1', '3', '1', '8', '3', '3', '1', '5', '3', '3', '3', '6', '3', '2', '1', '3', '5', '4', '3', '3', '1', '5', '9', '5', '1', '3', '3', '3', '3', '3', '3', '3', '5', '4', '6']",36,0,"[650, 0, 584, 0, 0, 567, 500, 0, 0, 634, 484, 567, 0, 567, 0, 0, 567, 0, 0, 600, 500, 0, 0, 0, 0, 0, 534, 534, 501, 433, 334, 533, 618, 0, 0, 0]",36,539.2777777777778,0
51,51,184,6,POST_TEST,"['1', '1', '0', '1', '0', '1', '0', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '1', '1', '0', '0', '1', '1', '0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '1', '1', '1']","['517', '550', '', '517', '', '616', '', '', '484', '', '', '601', '', '450', '', '516', '', '517', '566', '', '', '500', '533', '', '', '484', '516', '550', '', '', '', '', '', '517', '500', '517']","['6', '1', '3', '5', '5', '1', '5', '5', '0', '5', '1', '7', '0', '1', '5', '0', '7', '6', '3', '4', '3', '4', '7', '3', '1', '1', '7', '1', '0', '3', '6', '6', '2', '4', '3', '5']","['3', '3', '9', '3', '9', '3', '8', '1', '3', '2', '8', '3', '8', '3', '1', '3', '6', '3', '3', '8', '8', '3', '3', '4', '2', '3', '3', '3', '1', '8', '4', '5', '6', '3', '3', '3']",36,0,"[517, 550, 0, 517, 0, 616, 0, 0, 484, 0, 0, 601, 0, 450, 0, 516, 0, 517, 566, 0, 0, 500, 533, 0, 0, 484, 516, 550, 0, 0, 0, 0, 0, 517, 500, 517]",36,525.0555555555555,0
52,52,185,3,PRE_TEST,"['0', '0', '0', '1', '1', '1', '1', '1', '2', '0', '0', '1', '1', '2', '0', '0', '1', '1', '0', '1', '0', '1', '0', '0', '0', '0', '1', '1', '1', '1', '1', '0', '0', '0', '1', '1']","['', '', '', '484', '566', '501', '466', '416', '400', '', '', '465', '484', '484', '', '', '567', '484', '', '483', '', '500', '', '', '', '', '533', '417', '451', '467', '516', '', '', '', '600', '566']","['2', '3', '7', '2', '3', '1', '5', '5', '2', '0', '5', '2', '0', '3', '1', '4', '0', '7', '2', '4', '5', '7', '5', '0', '0', '5', '5', '7', '2', '4', '3', '4', '3', '4', '3', '5']","['9', '2', '9', '3', '3', '3', '3', '3', '6', '6', '2', '3', '3', '8', '9', '9', '3', '3', '2', '3', '4', '3', '9', '9', '1', '9', '3', '3', '3', '3', '3', '9', '4', '5', '3', '3']",36,2,"[0, 0, 0, 484, 566, 501, 466, 416, 0, 0, 0, 465, 484, 0, 0, 0, 567, 484, 0, 483, 0, 500, 0, 0, 0, 0, 533, 417, 451, 467, 516, 0, 0, 0, 600, 566]",36,498.1111111111111,0
53,53,185,3,POST_TEST,"['1', '0', '1', '0', '1', '0', '1', '0', '1', '0', '1', '0', '1', '0', '0', '0', '1', '1', '1', '0', '0', '1', '0', '0', '0', '0', '1', '1', '1', '1', '0', '2', '0', '1', '1', '1']","['465', '', '483', '', '484', '', '533', '', '550', '', '533', '', '534', '', '', '', '533', '499', '551', '', '', '500', '', '', '', '', '565', '466', '467', '416', '', '350', '', '583', '500', '617']","['4', '6', '3', '5', '4', '7', '0', '3', '4', '0', '7', '4', '0', '7', '2', '6', '7', '4', '5', '5', '7', '4', '2', '6', '3', '3', '7', '3', '6', '7', '5', '1', '0', '1', '7', '1']","['3', '1', '3', '8', '3', '6', '3', '8', '3', '8', '3', '4', '3', '2', '9', '1', '3', '3', '3', '8', '9', '3', '5', '4', '4', '2', '3', '3', '3', '3', '9', '6', '6', '3', '3', '3']",36,1,"[465, 0, 483, 0, 484, 0, 533, 0, 550, 0, 533, 0, 534, 0, 0, 0, 533, 499, 551, 0, 0, 500, 0, 0, 0, 0, 565, 466, 467, 416, 0, 0, 0, 583, 500, 617]",36,515.5,0
54,54,176,4,PRE_TEST,"['0', '0', '1', '1', '1', '1', '2', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '1', '1', '0', '1', '0', '1', '0', '1', '0', '1', '0', '0', '1', '0', '0', '1', '1', '1']","['', '', '684', '401', '352', '734', '406', '', '', '467', '', '', '268', '', '', '', '484', '', '519', '483', '', '583', '', '583', '', '501', '', '584', '', '', '634', '', '', '552', '500', '600']","['2', '5', '3', '5', '1', '3', '1', '2', '3', '1', '2', '2', '5', '1', '1', '1', '4', '6', '0', '3', '3', '5', '0', '3', '1', '2', '6', '6', '1', '1', '1', '3', '2', '5', '1', '5']","['5', '4', '3', '3', '3', '3', '1', '4', '1', '3', '8', '1', '3', '2', '6', '3', '3', '1', '3', '3', '6', '3', '9', '3', '5', '3', '5', '3', '1', '2', '3', '2', '6', '3', '3', '3']",36,1,"[0, 0, 684, 401, 352, 734, 0, 0, 0, 467, 0, 0, 268, 0, 0, 0, 484, 0, 519, 483, 0, 583, 0, 583, 0, 501, 0, 584, 0, 0, 634, 0, 0, 552, 500, 600]",36,525.2352941176471,1
55,55,176,4,POST_TEST,"['0', '1', '1', '1', '0', '1', '0', '1', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '1', '1', '0', '1', '1', '0', '1', '1', '2', '0', '1', '0', '1', '0', '1', '0']","['', '832', '583', '517', '', '500', '', '584', '', '534', '', '', '', '600', '', '', '', '', '600', '', '651', '467', '', '550', '569', '', '534', '601', '418', '', '600', '', '551', '', '567', '']","['0', '0', '5', '0', '0', '6', '4', '3', '3', '0', '0', '5', '1', '1', '2', '3', '6', '3', '5', '6', '3', '2', '4', '4', '2', '6', '4', '2', '1', '5', '5', '4', '0', '3', '5', '3']","['8', '3', '3', '3', '9', '3', '8', '3', '8', '3', '1', '4', '6', '3', '6', '3', '9', '5', '3', '5', '3', '3', '1', '3', '3', '1', '3', '3', '8', '9', '3', '8', '3', '5', '3', '5']",36,1,"[0, 832, 583, 517, 0, 500, 0, 584, 0, 534, 0, 0, 0, 600, 0, 0, 0, 0, 600, 0, 651, 467, 0, 550, 569, 0, 534, 601, 0, 0, 600, 0, 551, 0, 567, 0]",36,578.8235294117648,1
56,56,190,0,PRE_TEST,"['0', '1', '1', '0', '1', '0', '1', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '1', '1', '1', '1', '1', '1', '0', '1', '1', '0', '0', '0', '0', '0', '1', '0', '1', '0', '1']","['', '433', '649', '', '483', '', '633', '', '501', '', '', '', '483', '449', '', '', '', '466', '466', '483', '466', '483', '467', '', '449', '500', '', '', '', '', '', '500', '', '501', '', '502']","['0', '3', '0', '4', '2', '6', '2', '7', '5', '6', '1', '1', '6', '5', '4', '2', '1', '4', '5', '7', '5', '2', '0', '4', '5', '3', '1', '1', '3', '6', '2', '6', '1', '5', '6', '6']","['2', '3', '3', '4', '3', '8', '3', '9', '3', '2', '2', '1', '3', '3', '9', '6', '2', '3', '3', '3', '3', '3', '3', '5', '3', '3', '9', '4', '9', '2', '1', '3', '8', '3', '1', '3']",36,0,"[0, 433, 649, 0, 483, 0, 633, 0, 501, 0, 0, 0, 483, 449, 0, 0, 0, 466, 466, 483, 466, 483, 467, 0, 449, 500, 0, 0, 0, 0, 0, 500, 0, 501, 0, 502]",36,495.22222222222223,0
57,57,190,0,POST_TEST,"['1', '1', '0', '1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '1', '1', '0', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '1', '1', '0', '1', '0', '1', '1', '1', '0', '0']","['417', '450', '', '467', '', '517', '', '', '450', '', '', '', '', '533', '534', '', '583', '783', '516', '', '', '', '484', '', '', '500', '533', '483', '', '500', '', '500', '533', '500', '', '']","['4', '3', '0', '1', '1', '7', '6', '3', '4', '4', '2', '0', '7', '5', '1', '1', '2', '0', '4', '0', '4', '5', '0', '4', '1', '7', '3', '4', '1', '5', '1', '1', '6', '7', '5', '1']","['3', '3', '9', '3', '6', '3', '4', '1', '3', '5', '5', '4', '2', '3', '3', '9', '3', '3', '3', '5', '9', '5', '3', '5', '1', '3', '3', '3', '1', '3', '1', '3', '3', '3', '4', '9']",36,0,"[417, 450, 0, 467, 0, 517, 0, 0, 450, 0, 0, 0, 0, 533, 534, 0, 583, 783, 516, 0, 0, 0, 484, 0, 0, 500, 533, 483, 0, 500, 0, 500, 533, 500, 0, 0]",36,515.7222222222222,0
58,58,196,0,PRE_TEST,"['1', '2', '1', '1', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0', '1', '1', '1', '0', '1', '0', '0', '0', '0', '1', '1', '0', '1', '1', '0', '1', '0', '1', '1', '0', '1', '0']","['200', '449', '533', '849', '', '', '', '566', '', '566', '', '583', '', '', '650', '699', '549', '', '516', '', '', '', '', '667', '734', '', '733', '582', '', '532', '', '666', '799', '', '566', '']","['6', '2', '6', '6', '6', '4', '0', '0', '4', '3', '4', '5', '2', '6', '4', '1', '1', '4', '0', '1', '4', '0', '4', '6', '0', '7', '0', '1', '5', '7', '6', '6', '4', '4', '0', '5']","['3', '9', '3', '3', '4', '6', '5', '3', '1', '3', '8', '3', '2', '1', '3', '3', '3', '1', '3', '2', '9', '5', '2', '3', '3', '6', '3', '3', '9', '3', '1', '3', '3', '8', '3', '4']",36,1,"[200, 0, 533, 849, 0, 0, 0, 566, 0, 566, 0, 583, 0, 0, 650, 699, 549, 0, 516, 0, 0, 0, 0, 667, 734, 0, 733, 582, 0, 532, 0, 666, 799, 0, 566, 0]",36,610.5555555555555,0
59,59,196,0,POST_TEST,"['0', '0', '1', '1', '0', '1', '1', '0', '2', '1', '1', '0', '1', '0', '0', '2', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0', '1', '1', '1', '0', '1', '1', '1', '0', '0', '0']","['', '', '602', '584', '', '517', '568', '', '384', '734', '718', '', '633', '', '', '434', '533', '599', '517', '', '', '', '634', '', '', '', '535', '584', '568', '', '649', '634', '583', '', '', '']","['3', '4', '0', '0', '0', '4', '6', '3', '6', '7', '6', '0', '5', '7', '7', '7', '1', '0', '3', '7', '2', '5', '1', '1', '6', '2', '4', '6', '1', '6', '7', '5', '0', '0', '2', '7']","['2', '2', '3', '3', '6', '3', '3', '1', '4', '3', '3', '1', '3', '6', '9', '6', '3', '3', '3', '1', '6', '5', '3', '5', '6', '3', '3', '3', '3', '4', '3', '3', '3', '6', '6', '1']",36,2,"[0, 0, 602, 584, 0, 517, 568, 0, 0, 734, 718, 0, 633, 0, 0, 0, 533, 599, 517, 0, 0, 0, 634, 0, 0, 0, 535, 584, 568, 0, 649, 634, 583, 0, 0, 0]",36,599.5294117647059,1
