,1-accuracy,1-nb,1-rt,4-accuracy,4-nb,4-rt,8-accuracy,8-nb,8-rt,Unnamed: 0,condition,participant_id,participant_name,results_correct,results_responses,results_rt,results_speed_stim,task_idx,task_status
34,0.9466666666666668,15,5115.933333333333,0.6933333333333334,15,5363.866666666667,0.6,15,5374.933333333333,34,baseline,272,Salome.boa,"['0.4', '1', '0.4', '0.8', '0.6', '1', '0.6', '1', '0.8', '1', '0.4', '0.4', '0.6', '0.8', '0.8', '1', '0.8', '0.8', '0.8', '0.4', '0.8', '1', '0.4', '0.8', '0.8', '0.6', '1', '0.6', '1', '0.6', '0.6', '1', '0.6', '0.6', '0.8', '1', '1', '0.6', '0.8', '0.6', '0.8', '0.8', '0.6', '0.8', '1']","['0', '4', '5', '8', '7', '0', '4', '1', '3', '2', '2', '0', '6', '8', '9', '9', '1', '4', '2', '0', '0', '1', '3', '6', '8', '0', '1', '3', '4', '2', '1', '2', '8', '7', '4', '0', '1', '2', '4', '3', '3', '0', '4', '8', '2', '2', '3', '0', '4', '1', '3', '0', '5', '6', '8', '9', '0', '8', '7', '2', '5', '4', '6', '0', '2', '4', '1', '0', '3', '6', '1', '2', '0', '4', '5', '0', '3', '1', '4', '2', '4', '3', '1', '8', '0', '3', '0', '6', '2', '4', '1', '0', '5', '3', '4', '0', '4', '5', '9', '8', '1', '0', '2', '4', '9', '1', '4', '2', '3', '0', '5', '4', '0', '8', '6', '2', '3', '1', '7', '4', '3', '0', '2', '1', '6', '4', '1', '3', '9', '8', '1', '4', '0', '3', '2', '3', '0', '8', '5', '1', '2', '1', '3', '0', '4', '3', '2', '0', '9', '7', '0', '6', '5', '2', '4', '3', '4', '1', '2', '0', '0', '1', '6', '8', '4', '7', '0', '1', '8', '3', '8', '0', '3', '2', '4', '2', '3', '4', '0', '1', '1', '0', '2', '3', '4', '1', '0', '6', '8', '3', '2', '1', '4', '0', '7', '3', '4', '0', '5', '6', '0', '1', '4', '2', '9', '0', '4', '3', '5', '1', '0', '4', '2', '8', '9', '4', '7', '1', '2', '0', '1', '2', '0', '4', '3']","['3734', '3983', '4367', '3701', '5383', '6632', '5917', '3366', '4866', '4801', '4233', '3815', '3750', '4000', '4399', '4633', '7849', '4233', '3916', '3983', '3566', '4716', '4250', '6482', '6699', '7815', '4050', '3765', '3899', '5182', '5032', '4882', '6466', '5782', '5999', '4899', '4865', '5299', '6083', '5467', '6033', '8932', '5883', '13698', '6516']","['8', '1', '4', '8', '4', '1', '4', '1', '8', '1', '4', '8', '8', '1', '4', '1', '4', '8', '1', '8', '4', '1', '8', '4', '1', '8', '4', '8', '1', '4', '4', '1', '8', '8', '4', '1', '1', '8', '4', '8', '4', '1', '4', '8', '1']",1,POST_TEST
35,0.9466666666666667,15,3615.4,0.5733333333333334,15,5263.733333333334,0.5066666666666667,15,7062.2,35,baseline,274,c,"['1', '0.6', '0.6', '0.8', '0.6', '0.6', '1', '0.6', '0.8', '0.6', '1', '0.4', '0.6', '0.8', '0.4', '0.4', '0.4', '1', '1', '0.6', '0.8', '1', '0.2', '0.6', '0.4', '1', '0.4', '0.6', '1', '0.4', '0.8', '1', '0.8', '0.8', '0.6', '1', '1', '0.4', '0.4', '0.6', '0.2', '0.6', '0.6', '1', '0.4']","['2', '3', '0', '1', '4', '2', '4', '6', '3', '8', '7', '5', '4', '3', '1', '3', '2', '4', '1', '6', '9', '3', '0', '1', '8', '4', '0', '7', '5', '3', '2', '1', '3', '0', '4', '3', '8', '5', '4', '2', '1', '0', '2', '3', '7', '1', '6', '2', '7', '3', '3', '4', '0', '2', '1', '2', '5', '6', '1', '8', '4', '3', '8', '0', '6', '0', '3', '7', '4', '2', '4', '5', '3', '7', '8', '3', '6', '4', '8', '7', '9', '8', '5', '4', '1', '0', '3', '2', '4', '1', '0', '4', '3', '1', '2', '4', '9', '5', '3', '1', '2', '0', '4', '6', '1', '1', '4', '2', '3', '0', '9', '6', '7', '2', '8', '3', '9', '7', '1', '4', '3', '6', '2', '5', '9', '2', '1', '4', '0', '3', '2', '7', '5', '4', '6', '7', '2', '1', '5', '3', '0', '4', '1', '2', '3', '6', '3', '2', '9', '8', '6', '1', '4', '3', '0', '0', '1', '4', '3', '2', '3', '4', '8', '0', '1', '2', '9', '4', '3', '0', '7', '4', '2', '0', '9', '0', '4', '1', '2', '3', '2', '3', '0', '1', '4', '9', '3', '7', '0', '6', '8', '5', '2', '3', '6', '5', '2', '4', '0', '7', '4', '6', '9', '5', '8', '4', '3', '9', '0', '7', '5', '9', '3', '4', '0', '1', '4', '3', '2', '0', '3', '9', '7', '6', '2']","['3498', '8614', '3931', '7214', '5565', '3165', '2966', '4898', '3132', '3382', '2899', '3566', '4832', '3199', '3815', '3049', '5331', '2932', '2149', '4299', '4382', '3516', '3283', '6081', '10213', '4415', '11081', '10513', '4399', '18944', '4682', '4798', '10081', '8197', '5032', '3582', '2966', '6797', '7247', '8215', '5448', '2966', '3449', '2732', '3665']","['1', '8', '4', '1', '8', '4', '1', '8', '4', '4', '1', '8', '4', '1', '8', '4', '8', '1', '1', '8', '4', '1', '8', '4', '8', '1', '4', '4', '1', '8', '4', '1', '8', '8', '4', '1', '1', '4', '8', '8', '4', '1', '4', '1', '8']",1,PRE_TEST
36,0.9466666666666668,15,4871.933333333333,0.7866666666666668,15,4759.6,0.5066666666666667,15,6280.866666666667,36,baseline,274,c,"['1', '1', '0.4', '0.2', '1', '0.6', '1', '0.8', '1', '0.8', '0.6', '1', '0.8', '1', '0.4', '0.6', '1', '0.6', '0.8', '1', '0.8', '0.8', '0.8', '0.6', '0.4', '1', '0.8', '1', '0.4', '0.8', '0.4', '0.4', '0.8', '1', '0.4', '0.6', '1', '0.4', '1', '0.6', '0.8', '0.8', '0.8', '1', '0.6']","['0', '1', '3', '4', '2', '2', '3', '0', '4', '1', '8', '7', '6', '4', '1', '8', '0', '9', '6', '7', '4', '0', '3', '1', '2', '6', '2', '3', '9', '0', '1', '4', '0', '3', '2', '3', '0', '1', '9', '2', '3', '0', '1', '2', '4', '2', '3', '1', '0', '8', '3', '2', '4', '5', '7', '3', '4', '1', '2', '0', '2', '5', '0', '4', '1', '1', '2', '4', '0', '3', '2', '7', '6', '1', '9', '1', '2', '3', '6', '5', '2', '3', '1', '0', '4', '8', '5', '2', '1', '0', '4', '3', '2', '0', '8', '4', '2', '0', '3', '1', '4', '9', '2', '0', '3', '0', '9', '1', '3', '2', '2', '1', '9', '4', '0', '0', '4', '7', '1', '9', '3', '5', '6', '0', '7', '4', '3', '1', '0', '2', '0', '2', '5', '3', '4', '3', '2', '1', '0', '4', '8', '3', '9', '5', '4', '1', '4', '3', '0', '8', '6', '3', '5', '1', '7', '4', '2', '7', '6', '5', '2', '1', '3', '9', '0', '3', '2', '1', '0', '4', '1', '7', '2', '6', '5', '4', '2', '5', '3', '6', '4', '3', '2', '1', '0', '1', '2', '6', '9', '5', '3', '0', '1', '4', '2', '0', '4', '5', '3', '6', '4', '7', '0', '3', '1', '5', '2', '4', '1', '3', '0', '2', '7', '3', '1', '1', '3', '4', '2', '0', '7', '2', '4', '9', '1']","['4682', '4116', '6946', '3981', '4681', '6081', '4669', '4415', '4515', '5665', '4215', '4881', '4315', '3898', '5749', '12312', '3466', '4282', '5632', '4082', '9096', '4698', '6697', '4699', '4481', '4848', '3982', '5132', '7348', '4965', '3832', '5565', '6332', '4866', '4299', '4266', '4682', '5115', '3866', '5963', '7064', '6098', '4215', '3965', '10029']","['1', '4', '8', '8', '1', '4', '1', '8', '4', '4', '8', '1', '4', '1', '8', '8', '1', '4', '4', '1', '8', '4', '1', '8', '8', '4', '1', '1', '8', '4', '4', '8', '1', '1', '8', '4', '1', '8', '4', '8', '1', '4', '4', '1', '8']",1,POST_TEST
37,0.9333333333333333,15,6085.0,0.64,15,6506.933333333333,0.5333333333333333,15,6555.066666666667,37,zpdes,277,Susanne,"['0.6', '0.8', '0.4', '0.6', '0.8', '0.8', '0.4', '0.8', '1', '0.8', '0.2', '0.6', '0.6', '0.6', '0.8', '1', '0.6', '0.6', '1', '0.2', '0.4', '0.8', '0.4', '0.6', '0.6', '0.8', '1', '0.8', '0.8', '1', '0.8', '0.8', '1', '0.4', '0.6', '1', '0.4', '0.6', '1', '1', '0.6', '0.8', '1', '0.8', '0.4']","['2', '7', '3', '1', '6', '0', '2', '5', '1', '3', '9', '6', '5', '1', '0', '2', '6', '3', '5', '4', '0', '4', '7', '3', '2', '0', '1', '6', '4', '3', '2', '6', '5', '1', '9', '0', '1', '2', '4', '9', '4', '0', '2', '1', '3', '1', '4', '3', '7', '2', '7', '5', '4', '8', '6', '0', '3', '9', '1', '8', '8', '0', '1', '4', '6', '2', '3', '9', '8', '4', '0', '4', '1', '7', '2', '3', '1', '2', '4', '0', '6', '3', '1', '0', '9', '6', '9', '1', '3', '0', '3', '4', '2', '0', '1', '9', '7', '5', '2', '8', '8', '6', '1', '9', '2', '4', '1', '7', '2', '3', '9', '0', '3', '7', '6', '0', '1', '3', '8', '6', '0', '9', '8', '2', '4', '2', '4', '0', '1', '7', '4', '0', '1', '2', '3', '8', '3', '2', '4', '1', '3', '0', '2', '6', '4', '1', '0', '2', '3', '4', '6', '4', '2', '3', '1', '4', '1', '0', '2', '5', '4', '3', '1', '0', '2', '2', '9', '8', '6', '1', '4', '2', '3', '9', '8', '1', '0', '4', '3', '2', '0', '8', '4', '7', '9', '8', '2', '0', '6', '3', '2', '1', '0', '3', '4', '1', '0', '4', '3', '2', '6', '4', '3', '0', '7', '3', '2', '0', '8', '4', '2', '4', '1', '0', '3', '3', '2', '9', '4', '0', '8', '3', '2', '9', '7']","['5928', '6559', '5827', '7909', '6793', '6943', '8375', '5279', '6460', '6911', '5412', '6128', '7043', '5428', '5411', '5178', '5928', '5146', '6609', '10539', '6827', '6711', '5746', '5778', '8192', '5628', '5328', '6363', '6809', '7142', '7593', '6294', '5811', '5645', '7159', '6460', '6559', '5644', '4747', '5378', '4995', '10124', '5627', '5244', '5595']","['4', '1', '8', '4', '8', '1', '8', '4', '1', '1', '8', '4', '4', '8', '1', '1', '4', '8', '1', '4', '8', '1', '8', '4', '8', '4', '1', '8', '4', '1', '4', '8', '1', '8', '4', '1', '8', '4', '1', '1', '4', '8', '1', '4', '8']",1,PRE_TEST
38,0.9066666666666668,15,7421.666666666667,0.7333333333333333,15,6358.933333333333,0.5333333333333333,15,6295.266666666666,38,zpdes,277,Susanne,"['0.6', '0.8', '0.6', '0.4', '1', '1', '1', '0.4', '0.6', '0.6', '1', '0.6', '0.4', '1', '0.4', '0.6', '1', '1', '0.8', '0.6', '0.8', '1', '0.8', '0.8', '0.8', '1', '0.2', '0.8', '0.8', '0.4', '0.8', '0.4', '0.8', '1', '0.4', '1', '0.6', '0.6', '0.8', '1', '0.2', '0.8', '1', '0.6', '0.8']","['2', '8', '6', '1', '0', '3', '1', '0', '5', '2', '0', '2', '4', '7', '5', '2', '9', '6', '8', '4', '1', '4', '0', '2', '3', '2', '1', '3', '4', '0', '0', '2', '3', '4', '1', '8', '4', '9', '2', '6', '0', '3', '8', '5', '1', '4', '5', '2', '0', '8', '3', '0', '4', '2', '1', '1', '3', '5', '6', '0', '9', '5', '0', '1', '8', '3', '1', '0', '2', '4', '2', '6', '9', '8', '4', '3', '6', '4', '7', '0', '1', '4', '0', '3', '2', '2', '1', '4', '0', '3', '2', '0', '3', '1', '7', '3', '4', '6', '7', '1', '9', '1', '4', '3', '2', '1', '3', '2', '4', '0', '0', '1', '3', '2', '6', '2', '4', '7', '0', '3', '7', '1', '2', '4', '0', '2', '4', '0', '3', '1', '0', '6', '7', '9', '5', '4', '2', '1', '7', '0', '1', '3', '4', '0', '6', '2', '6', '5', '3', '9', '4', '3', '0', '1', '5', '4', '5', '2', '8', '6', '0', '1', '6', '3', '4', '2', '0', '1', '4', '3', '5', '0', '1', '9', '7', '3', '2', '1', '0', '4', '3', '2', '0', '7', '5', '8', '3', '0', '1', '9', '1', '0', '4', '5', '3', '4', '3', '0', '1', '2', '8', '6', '9', '3', '5', '8', '3', '0', '1', '2', '4', '0', '3', '2', '1', '9', '6', '1', '3', '4', '2', '1', '4', '0', '8']","['5231', '5562', '8143', '7046', '7326', '6424', '6027', '7177', '7114', '5113', '5978', '5911', '5711', '5462', '6561', '9128', '6261', '6111', '24830', '4516', '5077', '6095', '5947', '6877', '6029', '5078', '5546', '6394', '6711', '6464', '5828', '5812', '6177', '6112', '6144', '5428', '7894', '5245', '5681', '6281', '5362', '7726', '8676', '5445', '7477']","['8', '1', '4', '4', '1', '8', '1', '4', '8', '4', '1', '8', '4', '1', '8', '8', '1', '4', '1', '8', '4', '1', '4', '8', '1', '4', '8', '4', '1', '8', '4', '8', '1', '4', '8', '1', '8', '4', '1', '1', '8', '4', '4', '8', '1']",1,POST_TEST
39,0.8933333333333336,15,4172.133333333333,0.76,15,4380.133333333333,0.5733333333333334,15,4651.6,39,zpdes,280,Romain851,"['0.4', '0.6', '0.8', '1', '0.6', '0.8', '0.8', '1', '0.4', '0.8', '1', '0.6', '0.8', '0.8', '0.8', '0.8', '0.6', '0.8', '0.6', '0.8', '1', '0.8', '0.4', '1', '0.8', '0.8', '1', '0.8', '0.6', '0.8', '0.8', '0.6', '0.8', '0.6', '0.8', '1', '0.8', '0.8', '0.6', '0.4', '0.6', '0.8', '0.8', '0.6', '0.6']","['4', '1', '6', '9', '8', '4', '6', '1', '3', '9', '0', '2', '3', '9', '4', '2', '1', '4', '3', '0', '1', '2', '4', '9', '6', '3', '2', '0', '5', '1', '0', '2', '4', '3', '8', '4', '0', '1', '3', '2', '1', '4', '6', '7', '5', '3', '2', '0', '6', '4', '4', '2', '3', '1', '0', '0', '1', '2', '8', '5', '2', '1', '0', '3', '9', '6', '0', '2', '1', '4', '0', '2', '4', '6', '3', '4', '0', '8', '1', '3', '3', '6', '2', '9', '1', '3', '4', '1', '0', '6', '1', '6', '3', '0', '5', '1', '3', '4', '2', '8', '3', '0', '1', '2', '4', '4', '1', '3', '2', '9', '2', '4', '9', '8', '7', '3', '1', '0', '2', '4', '0', '3', '1', '2', '6', '0', '2', '1', '4', '8', '4', '3', '1', '2', '0', '1', '0', '7', '4', '2', '3', '2', '0', '9', '5', '2', '1', '3', '4', '8', '2', '3', '4', '0', '7', '0', '5', '9', '3', '1', '0', '3', '7', '4', '1', '3', '2', '4', '7', '5', '4', '1', '2', '0', '5', '1', '4', '3', '0', '2', '7', '1', '0', '2', '4', '0', '3', '1', '2', '6', '4', '3', '0', '9', '7', '2', '9', '5', '7', '0', '3', '6', '0', '5', '1', '9', '3', '0', '1', '4', '2', '0', '9', '3', '1', '4', '8', '0', '2', '9', '2', '9', '4', '3', '6']","['12139', '5801', '3186', '4735', '4453', '7371', '3768', '3102', '4868', '5452', '4284', '4033', '3302', '9987', '4968', '3351', '4051', '3285', '4517', '4682', '3082', '5050', '5114', '6032', '4966', '3683', '5265', '4883', '4266', '4264', '3215', '3399', '3533', '2535', '3767', '2549', '3833', '2666', '4216', '3866', '3248', '3014', '3231', '3666', '3380']","['8', '4', '1', '1', '8', '4', '4', '1', '8', '4', '1', '8', '4', '1', '8', '1', '8', '4', '8', '4', '1', '4', '8', '1', '4', '8', '1', '1', '8', '4', '1', '8', '4', '8', '4', '1', '4', '1', '8', '8', '4', '1', '1', '8', '4']",1,PRE_TEST
40,0.9866666666666667,15,4169.133333333333,0.7866666666666667,15,4068.733333333333,0.6133333333333334,15,3684.4,40,zpdes,280,Romain851,"['1', '1', '0.8', '0.6', '1', '0.6', '0.6', '1', '0.6', '0.8', '0.8', '0.8', '0.6', '0.8', '1', '1', '0.4', '1', '0.8', '0.4', '1', '0.6', '1', '1', '1', '0.6', '0.4', '0.4', '1', '1', '0.4', '1', '0.6', '0.8', '0.8', '1', '1', '1', '0.6', '0.8', '1', '0.8', '0.8', '1', '0.6']","['1', '4', '2', '0', '3', '0', '4', '1', '2', '3', '3', '0', '5', '2', '4', '5', '1', '3', '6', '2', '2', '0', '3', '4', '1', '7', '5', '1', '3', '2', '9', '2', '4', '1', '6', '4', '3', '0', '1', '2', '2', '3', '9', '1', '5', '6', '1', '3', '0', '2', '2', '6', '3', '0', '4', '2', '9', '4', '3', '1', '3', '2', '6', '7', '0', '1', '0', '8', '4', '2', '3', '2', '0', '4', '1', '1', '0', '3', '4', '2', '9', '3', '0', '5', '8', '4', '0', '3', '2', '1', '4', '2', '7', '0', '3', '4', '8', '3', '7', '6', '4', '2', '1', '3', '0', '5', '1', '0', '2', '8', '1', '2', '4', '3', '0', '1', '4', '0', '2', '3', '4', '0', '1', '2', '3', '6', '3', '7', '0', '1', '7', '2', '6', '4', '8', '0', '5', '7', '2', '9', '1', '2', '0', '3', '4', '1', '3', '4', '0', '2', '9', '3', '5', '7', '4', '0', '4', '2', '3', '1', '5', '2', '7', '4', '3', '8', '4', '1', '3', '0', '1', '7', '0', '2', '3', '4', '0', '1', '3', '2', '2', '3', '1', '4', '0', '0', '3', '4', '2', '1', '4', '5', '3', '0', '9', '0', '4', '2', '3', '6', '1', '0', '2', '3', '4', '0', '4', '2', '3', '5', '6', '2', '3', '1', '0', '3', '1', '4', '2', '0', '5', '1', '0', '4', '7']","['3785', '3900', '5618', '6399', '3217', '4017', '3451', '4568', '5703', '2635', '2635', '4951', '4385', '6234', '11854', '2851', '3151', '2851', '4419', '3952', '3635', '3967', '4451', '3284', '3750', '4469', '2635', '3133', '5385', '2766', '2699', '3167', '4168', '2985', '3583', '3617', '3385', '3852', '3535', '3685', '3053', '3518', '3351', '3184', '3001']","['1', '4', '8', '4', '1', '8', '8', '1', '4', '8', '1', '4', '8', '4', '1', '1', '8', '4', '4', '8', '1', '8', '1', '4', '1', '4', '8', '8', '1', '4', '4', '1', '8', '4', '8', '1', '1', '4', '8', '8', '1', '4', '8', '1', '4']",1,POST_TEST
41,0.9466666666666668,15,5383.133333333333,0.6933333333333332,15,3790.133333333333,0.6266666666666666,15,4379.0,41,baseline,281,ClarisseCharr,"['0.8', '1', '0.8', '0.8', '1', '0.4', '0.6', '0.6', '1', '0.8', '0.6', '1', '1', '0.6', '0.8', '0.4', '0.8', '1', '1', '0.6', '0.8', '0.6', '1', '0.6', '0.6', '1', '0.6', '0.8', '1', '0.8', '0.6', '1', '1', '0.4', '0.8', '0.8', '0.6', '0.2', '1', '0.6', '0.6', '0.8', '1', '0.6', '0.6']","['0', '1', '7', '4', '2', '0', '3', '1', '4', '2', '1', '4', '0', '3', '8', '3', '1', '0', '4', '9', '1', '4', '2', '3', '0', '1', '8', '9', '5', '4', '2', '6', '1', '9', '0', '1', '2', '8', '0', '5', '1', '4', '3', '0', '2', '1', '0', '8', '2', '3', '9', '0', '2', '1', '8', '2', '3', '4', '1', '0', '3', '1', '4', '2', '0', '3', '4', '1', '5', '8', '2', '9', '0', '1', '3', '7', '4', '6', '8', '3', '0', '3', '1', '2', '8', '4', '2', '1', '0', '3', '0', '1', '3', '2', '4', '3', '1', '0', '9', '6', '8', '1', '3', '4', '0', '3', '5', '1', '4', '7', '4', '3', '1', '0', '2', '0', '3', '6', '2', '5', '0', '1', '6', '7', '4', '0', '2', '1', '3', '4', '3', '0', '5', '2', '7', '1', '2', '4', '8', '3', '3', '2', '1', '4', '0', '2', '1', '4', '5', '0', '6', '8', '4', '3', '2', '0', '4', '1', '2', '3', '1', '3', '0', '2', '4', '2', '8', '9', '6', '3', '6', '1', '0', '2', '3', '2', '1', '3', '0', '5', '3', '0', '9', '4', '7', '1', '8', '9', '6', '5', '3', '4', '2', '1', '0', '0', '1', '4', '6', '9', '3', '1', '0', '6', '9', '1', '7', '0', '2', '3', '1', '0', '3', '2', '4', '1', '2', '8', '0', '6', '4', '2', '1', '6', '8']","['5596', '7067', '4015', '3545', '4115', '4516', '3466', '2632', '5082', '3631', '5504', '5866', '3247', '3314', '11728', '4348', '3413', '4766', '4648', '3116', '3164', '4266', '3281', '3981', '4466', '3652', '4386', '3099', '3582', '5132', '5180', '14595', '2930', '4021', '3449', '5430', '3080', '3417', '9512', '3082', '2917', '3219', '3047', '3132', '3649']","['8', '1', '4', '4', '1', '8', '4', '8', '1', '4', '1', '8', '1', '4', '8', '8', '4', '1', '1', '8', '4', '4', '1', '8', '4', '1', '8', '8', '1', '4', '4', '1', '8', '8', '4', '1', '4', '8', '1', '4', '8', '1', '1', '8', '4']",1,PRE_TEST
42,0.9733333333333334,15,3704.866666666667,0.7733333333333334,15,4224.933333333333,0.6133333333333333,15,4168.2,42,baseline,281,ClarisseCharr,"['0.6', '1', '1', '0.6', '0.8', '1', '1', '0.6', '0.4', '0.4', '0.6', '1', '1', '0.4', '0.6', '0.8', '1', '0.8', '0.8', '1', '1', '0.8', '0.8', '1', '0.8', '1', '0.6', '1', '0.8', '0.6', '0.8', '0.8', '1', '0.8', '0.8', '0.6', '0.6', '0.6', '1', '0.4', '0.8', '0.8', '0.8', '1', '0.8']","['3', '0', '1', '8', '7', '4', '1', '0', '3', '2', '3', '1', '0', '4', '2', '1', '0', '9', '7', '3', '0', '3', '4', '5', '1', '4', '2', '1', '0', '3', '3', '4', '0', '2', '1', '1', '3', '6', '2', '9', '1', '4', '5', '6', '8', '0', '1', '8', '6', '5', '2', '1', '0', '9', '6', '3', '2', '0', '4', '1', '3', '0', '4', '2', '1', '0', '7', '4', '5', '6', '9', '1', '7', '0', '3', '3', '1', '0', '4', '6', '1', '0', '2', '4', '3', '6', '1', '0', '2', '3', '9', '1', '3', '0', '2', '1', '0', '4', '3', '2', '4', '1', '2', '0', '3', '2', '0', '4', '7', '1', '3', '0', '4', '1', '9', '3', '1', '4', '0', '2', '2', '3', '4', '0', '8', '3', '0', '1', '2', '4', '3', '2', '0', '7', '8', '0', '3', '2', '1', '4', '1', '0', '4', '2', '6', '5', '3', '0', '2', '6', '4', '0', '1', '5', '3', '2', '1', '0', '7', '3', '2', '0', '1', '3', '4', '1', '0', '5', '4', '2', '3', '0', '4', '5', '2', '0', '6', '3', '2', '5', '0', '1', '7', '4', '9', '2', '7', '3', '5', '0', '1', '3', '0', '2', '4', '4', '0', '9', '5', '8', '4', '0', '3', '2', '6', '4', '0', '3', '9', '1', '3', '0', '5', '2', '1', '1', '2', '3', '0', '4', '0', '1', '2', '8', '4']","['2833', '2750', '6013', '3712', '3466', '3014', '3118', '2398', '5493', '3849', '4083', '3366', '3370', '3383', '3566', '3980', '3862', '5962', '4147', '3932', '3095', '5031', '3945', '3875', '3849', '3567', '3616', '2869', '4431', '4065', '4047', '4434', '4030', '3831', '3382', '3799', '3249', '4749', '3115', '3897', '4328', '3951', '6464', '6546', '7008']","['8', '1', '4', '8', '4', '1', '1', '4', '8', '8', '4', '1', '1', '8', '4', '8', '1', '4', '8', '1', '4', '4', '8', '1', '4', '1', '8', '1', '4', '8', '8', '4', '1', '1', '4', '8', '4', '8', '1', '8', '1', '4', '4', '1', '8']",1,POST_TEST
